concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,200;-19,961207;-44,037393;478,625;-19,962838;-44,040403
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,626;-19,962838;-44,040403;478,969;-19,964164;-44,043386
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;478,970;-19,964164;-44,043386;479,265;-19,964414;-44,046291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;479,266;-19,964414;-44,046291;479,617;-19,962833;-44,049549
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;479,618;-19,962833;-44,049549;480,092;-19,960249;-44,053005
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;480,093;-19,960249;-44,053005;481,406;-19,959208;-44,064545
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;481,407;-19,959208;-44,064545;483,053;-19,958439;-44,080098
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;483,054;-19,958439;-44,080098;484,162;-19,959529;-44,089801
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;484,163;-19,959529;-44,089801;485,080;-19,955797;-44,096875
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;485,081;-19,955797;-44,096875;485,918;-19,956272;-44,105109
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;485,919;-19,956272;-44,105109;486,681;-19,955877;-44,112785
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;486,682;-19,955877;-44,112785;488,190;-19,956720;-44,125987
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;488,191;-19,956720;-44,125987;489,089;-19,955919;-44,134114
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;489,090;-19,955919;-44,134114;489,760;-19,956297;-44,141165
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;489,761;-19,956297;-44,141165;490,950;-19,957485;-44,151546
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;490,951;-19,957485;-44,151546;491,852;-19,961134;-44,158866
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;491,853;-19,961134;-44,158866;492,037;-19,961305;-44,160528
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;492,038;-19,961305;-44,160528;493,480;-19,964756;-44,173765
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;493,481;-19,964756;-44,173765;494,434;-19,968139;-44,180485
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;494,435;-19,968139;-44,180485;495,203;-19,974201;-44,185854
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;495,204;-19,974201;-44,185854;495,871;-19,974997;-44,192129
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;495,872;-19,974997;-44,192129;496,125;-19,975433;-44,194813
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;496,126;-19,975433;-44,194813;496,850;-19,978284;-44,199731
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;496,851;-19,978284;-44,199731;498,252;-19,989431;-44,205055
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;498,253;-19,989431;-44,205055;499,000;-19,995426;-44,207951
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;499,001;-19,995426;-44,207951;500,250;-20,005247;-44,213703
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;500,251;-20,005247;-44,213703;501,772;-20,016147;-44,222483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;501,773;-20,016147;-44,222483;502,040;-20,017547;-44,224483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;502,041;-20,017547;-44,224483;502,490;-20,019398;-44,228337
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;502,491;-20,019398;-44,228337;502,959;-20,023301;-44,230011
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;502,960;-20,023301;-44,230011;504,310;-20,031732;-44,238564
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;504,311;-20,031732;-44,238564;505,455;-20,037031;-44,247918
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;505,456;-20,037031;-44,247918;506,767;-20,039973;-44,259904
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;506,768;-20,039973;-44,259904;508,318;-20,045099;-44,273668
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;508,319;-20,045099;-44,273668;509,189;-20,050164;-44,279354
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;509,190;-20,050164;-44,279354;510,988;-20,061032;-44,292051
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;510,989;-20,061032;-44,292051;512,773;-20,073993;-44,302016
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;512,774;-20,073993;-44,302016;513,985;-20,082694;-44,308644
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;513,986;-20,082694;-44,308644;514,998;-20,090421;-44,313708
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;514,999;-20,090421;-44,313708;515,998;-20,098747;-44,317011
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;515,999;-20,098747;-44,317011;518,000;-20,110972;-44,326092
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;518,001;-20,110972;-44,326092;518,440;-20,110929;-44,322027
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;518,441;-20,110929;-44,322027;519,997;-20,112524;-44,309182
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;519,998;-20,112524;-44,309182;521,235;-20,120594;-44,302508
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;521,236;-20,120594;-44,302508;523,100;-20,133466;-44,308181
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;523,101;-20,133466;-44,308181;525,000;-20,143961;-44,321062
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;525,001;-20,143961;-44,321062;525,460;-20,146991;-44,324005
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;525,461;-20,146991;-44,324005;526,045;-20,151064;-44,325711
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;526,046;-20,151064;-44,325711;527,997;-20,166847;-44,332111
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;527,998;-20,166847;-44,332111;529,443;-20,161639;-44,343252
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;529,444;-20,161639;-44,343252;529,873;-20,162340;-44,347221
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;529,872;-20,162340;-44,347221;530,000;-20,162028;-44,348381
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;530,001;-20,162028;-44,348381;531,200;-20,163371;-44,359351
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;531,201;-20,163371;-44,359351;533,002;-20,170884;-44,372997
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;533,003;-20,170884;-44,372997;533,131;-20,171654;-44,373967
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;533,132;-20,171654;-44,373967;534,060;-20,178434;-44,377376
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;534,061;-20,178434;-44,377376;535,000;-20,194978;-44,384623
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;535,001;-20,194978;-44,384623;537,648;-20,208661;-44,390551
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;537,649;-20,208661;-44,390551;539,993;-20,228633;-44,396505
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;539,994;-20,228633;-44,396505;541,750;-20,237704;-44,409261
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;541,751;-20,237704;-44,409261;543,003;-20,246713;-44,412032
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;543,004;-20,246713;-44,412032;544,980;-20,260124;-44,420637
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;544,981;-20,260124;-44,420637;545,800;-20,267957;-44,423031
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;545,801;-20,267957;-44,423031;546,100;-20,269597;-44,424269
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;546,101;-20,269597;-44,424269;548,002;-20,284272;-44,432207
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;548,003;-20,284272;-44,432207;550,004;-20,299163;-44,440959
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;550,005;-20,299163;-44,440959;550,661;-20,303261;-44,445312
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;550,662;-20,303261;-44,445312;551,206;-20,307255;-44,448152
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;551,207;-20,307255;-44,448152;553,970;-20,329213;-44,454167
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;553,971;-20,329213;-44,454167;555,916;-20,340846;-44,441088
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;555,917;-20,340846;-44,441088;556,937;-20,349242;-44,444353
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;556,938;-20,349242;-44,444353;558,000;-20,354266;-44,452834
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;558,001;-20,354266;-44,452834;558,548;-20,352101;-44,448453
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;558,549;-20,352101;-44,448453;559,049;-20,357818;-44,462029
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;559,050;-20,357818;-44,462029;560,057;-20,363839;-44,468619
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;560,058;-20,363839;-44,468619;560,690;-20,369271;-44,469108
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;560,691;-20,369271;-44,469108;561,160;-20,373485;-44,470196
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;561,161;-20,373485;-44,470196;561,996;-20,377931;-44,476333
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;561,997;-20,377931;-44,476333;563,416;-20,385597;-44,486743
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;563,417;-20,385597;-44,486743;564,035;-20,387825;-44,491374
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;564,036;-20,387825;-44,491374;565,000;-20,393752;-44,497555
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;565,001;-20,393752;-44,497555;567,000;-20,402433;-44,512353
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;567,001;-20,402433;-44,512353;568,991;-20,411699;-44,527228
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;568,992;-20,411699;-44,527228;570,997;-20,423842;-44,540179
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;570,998;-20,423842;-44,540179;573,004;-20,434319;-44,555621
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;573,005;-20,434319;-44,555621;575,002;-20,447946;-44,566702
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;575,003;-20,447946;-44,566702;577,000;-20,463329;-44,575518
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;577,001;-20,463329;-44,575518;578,996;-20,477602;-44,585001
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;578,997;-20,477602;-44,585001;581,002;-20,489309;-44,598912
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;581,003;-20,489309;-44,598912;582,806;-20,501891;-44,608383
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;582,807;-20,501891;-44,608383;585,297;-20,518474;-44,621366
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;585,298;-20,518474;-44,621366;587,100;-20,526627;-44,635398
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;587,101;-20,526627;-44,635398;588,996;-20,540811;-44,642914
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;588,997;-20,540811;-44,642914;590,961;-20,548519;-44,658954
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;590,962;-20,548519;-44,658954;593,002;-20,563317;-44,668321
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;593,003;-20,563317;-44,668321;595,002;-20,575044;-44,682615
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;595,003;-20,575044;-44,682615;596,997;-20,587682;-44,695803
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;596,998;-20,587682;-44,695803;597,480;-20,590401;-44,699568
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;597,481;-20,590401;-44,699568;599,002;-20,599048;-44,710607
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;599,003;-20,599048;-44,710607;600,960;-20,607107;-44,726398
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;600,961;-20,607107;-44,726398;604,005;-20,626449;-44,735395
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;604,006;-20,626449;-44,735395;608,002;-20,661232;-44,737317
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;608,003;-20,661232;-44,737317;613,998;-20,708787;-44,756131
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;613,999;-20,708787;-44,756131;620,008;-20,755032;-44,775192
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;620,009;-20,755032;-44,775192;623,998;-20,788163;-44,787028
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;623,999;-20,788163;-44,787028;628,002;-20,818602;-44,799767
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;628,003;-20,818602;-44,799767;632,002;-20,837794;-44,824213
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;632,003;-20,837794;-44,824213;636,100;-20,867652;-44,842141
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;636,101;-20,867652;-44,842141;639,998;-20,898027;-44,854231
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;639,999;-20,898027;-44,854231;643,983;-20,927662;-44,874071
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;643,984;-20,927662;-44,874071;648,012;-20,954761;-44,894433
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;648,013;-20,954761;-44,894433;650,049;-20,954666;-44,911553
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;650,050;-20,954666;-44,911553;650,249;-20,955092;-44,913582
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;650,250;-20,955092;-44,913582;652,002;-20,961733;-44,928063
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;652,003;-20,961733;-44,928063;655,996;-20,987726;-44,950345
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;655,997;-20,987726;-44,950345;658,129;-20,999367;-44,965669
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;658,130;-20,999367;-44,965669;658,317;-21,000858;-44,966775
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;658,318;-21,000858;-44,966775;658,426;-21,001229;-44,967766
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;658,427;-21,001229;-44,967766;662,003;-21,021526;-44,993495
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;662,004;-21,021526;-44,993495;665,994;-21,052121;-45,004861
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;665,995;-21,052121;-45,004861;670,002;-21,056285;-45,043968
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;670,003;-21,056285;-45,043968;674,002;-21,085514;-45,064581
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;674,003;-21,085514;-45,064581;674,047;-21,085838;-45,064860
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;674,048;-21,085838;-45,064860;678,000;-21,111197;-45,092681
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;678,001;-21,111197;-45,092681;679,978;-21,127366;-45,100163
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;679,979;-21,127366;-45,100163;681,998;-21,143292;-45,107282
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;681,999;-21,143292;-45,107282;686,055;-21,171942;-45,126234
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;686,056;-21,171942;-45,126234;687,695;-21,184096;-45,119681
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;687,696;-21,184096;-45,119681;687,965;-21,186284;-45,117544
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;687,966;-21,186284;-45,117544;689,025;-21,194661;-45,118476
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;689,026;-21,194661;-45,118476;689,934;-21,202511;-45,120467
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;689,935;-21,202511;-45,120467;692,648;-21,223791;-45,129966
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;692,649;-21,223791;-45,129966;692,892;-21,225904;-45,130623
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;692,893;-21,225904;-45,130623;695,986;-21,250131;-45,138442
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;695,987;-21,250131;-45,138442;699,993;-21,282097;-45,140082
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;699,994;-21,282097;-45,140082;703,960;-21,309211;-45,161445
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;703,961;-21,309211;-45,161445;708,150;-21,338226;-45,176523
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;708,151;-21,338226;-45,176523;711,988;-21,366536;-45,190146
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;711,989;-21,366536;-45,190146;716,002;-21,395462;-45,202223
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;716,003;-21,395462;-45,202223;719,998;-21,425108;-45,212307
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;719,999;-21,425108;-45,212307;722,330;-21,443041;-45,208595
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;722,331;-21,443041;-45,208595;722,730;-21,446402;-45,209868
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;722,731;-21,446402;-45,209868;723,300;-21,450916;-45,212076
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;723,301;-21,450916;-45,212076;723,500;-21,450519;-45,211921
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;723,501;-21,450519;-45,211921;725,998;-21,472493;-45,204385
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;725,999;-21,472493;-45,204385;730,000;-21,502919;-45,215087
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;730,001;-21,502919;-45,215087;734,002;-21,533328;-45,232652
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;734,003;-21,533328;-45,232652;735,200;-21,542767;-45,238709
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;735,201;-21,542767;-45,238709;735,630;-21,545845;-45,240877
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;735,631;-21,545845;-45,240877;735,860;-21,547923;-45,241636
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;735,861;-21,547923;-45,241636;740,000;-21,582601;-45,239653
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;740,001;-21,582601;-45,239653;744,085;-21,618237;-45,244176
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;744,086;-21,618237;-45,244176;748,002;-21,629251;-45,273164
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;748,003;-21,629251;-45,273164;752,970;-21,662139;-45,306511
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;752,971;-21,662139;-45,306511;755,050;-21,668864;-45,326003
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;755,051;-21,668864;-45,326003;756,002;-21,672694;-45,334831
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;756,003;-21,672694;-45,334831;756,860;-21,677572;-45,340415
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;756,861;-21,677572;-45,340415;759,941;-21,696094;-45,361186
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;759,942;-21,696094;-45,361186;763,988;-21,723461;-45,381057
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;763,989;-21,723461;-45,381057;768,003;-21,752699;-45,395651
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;768,004;-21,752699;-45,395651;772,003;-21,771995;-45,425842
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;772,004;-21,771995;-45,425842;776,002;-21,795214;-45,453065
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;776,003;-21,795214;-45,453065;780,002;-21,809446;-45,487491
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;780,003;-21,809446;-45,487491;784,003;-21,836841;-45,509593
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;784,004;-21,836841;-45,509593;787,995;-21,863757;-45,532258
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;787,996;-21,863757;-45,532258;792,002;-21,896358;-45,551055
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;792,003;-21,896358;-45,551055;795,420;-21,913145;-45,575981
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;795,421;-21,913145;-45,575981;795,720;-21,914482;-45,578522
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;795,721;-21,914482;-45,578522;796,018;-21,915049;-45,581553
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;796,019;-21,915049;-45,581553;800,003;-21,928258;-45,611518
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;800,004;-21,928258;-45,611518;804,042;-21,961602;-45,626304
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;804,043;-21,961602;-45,626304;804,850;-21,966977;-45,631064
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;804,851;-21,966977;-45,631064;805,400;-21,971901;-45,631241
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;805,401;-21,971901;-45,631241;806,004;-21,975521;-45,636511
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;806,005;-21,975521;-45,636511;809,795;-21,991191;-45,667119
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;809,796;-21,991191;-45,667119;814,002;-22,023256;-45,679391
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;814,003;-22,023256;-45,679391;818,002;-22,051734;-45,694758
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;818,003;-22,051734;-45,694758;822,002;-22,085355;-45,702756
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;822,003;-22,085355;-45,702756;826,002;-22,105521;-45,731727
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;826,003;-22,105521;-45,731727;829,888;-22,120636;-45,762822
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;829,889;-22,120636;-45,762822;834,002;-22,125711;-45,798544
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;834,003;-22,125711;-45,798544;836,500;-22,140827;-45,815101
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;836,501;-22,140827;-45,815101;837,002;-22,143567;-45,818467
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;837,003;-22,143567;-45,818467;837,940;-22,150083;-45,823006
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;837,941;-22,150083;-45,823006;841,002;-22,172723;-45,838462
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;841,003;-22,172723;-45,838462;842,720;-22,186751;-45,844377
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;842,721;-22,186751;-45,844377;844,006;-22,196245;-45,851132
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;844,007;-22,196245;-45,851132;846,380;-22,210312;-45,866308
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;846,381;-22,210312;-45,866308;848,002;-22,222757;-45,873593
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;848,003;-22,222757;-45,873593;850,620;-22,243907;-45,883127
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;850,621;-22,243907;-45,883127;852,838;-22,262198;-45,890084
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;852,839;-22,262198;-45,890084;857,939;-22,303963;-45,901105
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;857,940;-22,303963;-45,901105;859,000;-22,312902;-45,903691
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;859,001;-22,312902;-45,903691;862,005;-22,332721;-45,919709
